,date,time,aqsid,site,gmtoffset,parameter,units,value,source
2231611,10/02/19,19:00,360810124,Queens,-5.0,PM2.5,UG/M3,13.8,New York Dept. of Environmental Conservation
2231612,10/02/19,19:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,9.0,New York Dept. of Environmental Conservation
2231613,10/02/19,19:00,360850111,Fresh Kills,-5.0,OZONE,PPB,52.0,New York Dept. of Environmental Conservation
2231614,10/02/19,19:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,7.6,New York Dept. of Environmental Conservation
2246786,11/13/19,14:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
2246787,11/13/19,14:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,11.0,New York Dept. of Environmental Conservation
2246788,11/13/19,14:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.8,New York Dept. of Environmental Conservation
2246789,11/13/19,14:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
2246811,11/13/19,14:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,0.6,New York Dept. of Environmental Conservation
2246812,11/13/19,14:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,4.6,New York Dept. of Environmental Conservation
2246816,11/13/19,14:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,9.2,New York Dept. of Environmental Conservation
2246817,11/13/19,14:00,360610134,Division Street,-5.0,PM2.5,UG/M3,2.8,New York Dept. of Environmental Conservation
2246818,11/13/19,14:00,360610135,CCNY,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
2246819,11/13/19,14:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
2246828,11/13/19,14:00,360810124,Queens,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
2246829,11/13/19,14:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.3,New York Dept. of Environmental Conservation
2246830,11/13/19,14:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.3,New York Dept. of Environmental Conservation
2246831,11/13/19,14:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,1.4,New York Dept. of Environmental Conservation
2261877,10/11/19,07:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
2261878,10/11/19,07:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,0.9,New York Dept. of Environmental Conservation
2261879,10/11/19,07:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
2261900,10/11/19,07:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,0.6,New York Dept. of Environmental Conservation
2261901,10/11/19,07:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.7,New York Dept. of Environmental Conservation
2261905,10/11/19,07:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,1.1,New York Dept. of Environmental Conservation
2261906,10/11/19,07:00,360610134,Division Street,-5.0,PM2.5,UG/M3,0.3,New York Dept. of Environmental Conservation
2261907,10/11/19,07:00,360610135,CCNY,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
2261908,10/11/19,07:00,360610135,CCNY,-5.0,PM2.5,UG/M3,0.2,New York Dept. of Environmental Conservation
2261917,10/11/19,07:00,360810124,Queens,-5.0,OZONE,PPB,31.0,New York Dept. of Environmental Conservation
2261918,10/11/19,07:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.8,New York Dept. of Environmental Conservation
2261919,10/11/19,07:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,1.2,New York Dept. of Environmental Conservation
2261920,10/11/19,07:00,360850111,Fresh Kills,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
2276939,11/13/19,00:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,25.0,New York Dept. of Environmental Conservation
2276940,11/13/19,00:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,13.0,New York Dept. of Environmental Conservation
2276941,11/13/19,00:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
2276942,11/13/19,00:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,29.0,New York Dept. of Environmental Conservation
2276964,11/13/19,00:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,2.2,New York Dept. of Environmental Conservation
2276965,11/13/19,00:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,6.4,New York Dept. of Environmental Conservation
2276969,11/13/19,00:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,4.1,New York Dept. of Environmental Conservation
2276970,11/13/19,00:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
2276971,11/13/19,00:00,360610135,CCNY,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
2276972,11/13/19,00:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
2276981,11/13/19,00:00,360810124,Queens,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
2276982,11/13/19,00:00,360810124,Queens,-5.0,PM2.5,UG/M3,0.8,New York Dept. of Environmental Conservation
2276983,11/13/19,00:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.5,New York Dept. of Environmental Conservation
2276984,11/13/19,00:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.0,New York Dept. of Environmental Conservation
2292121,10/11/19,13:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,22.0,New York Dept. of Environmental Conservation
2292122,10/11/19,13:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.6,New York Dept. of Environmental Conservation
2292123,10/11/19,13:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,25.0,New York Dept. of Environmental Conservation
2292145,10/11/19,13:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,3.6,New York Dept. of Environmental Conservation
2292146,10/11/19,13:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,10.2,New York Dept. of Environmental Conservation
2292150,10/11/19,13:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
2292151,10/11/19,13:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
2292159,10/11/19,13:00,360810124,Queens,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
2292160,10/11/19,13:00,360810124,Queens,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
2292161,10/11/19,13:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
2292162,10/11/19,13:00,360850111,Fresh Kills,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
2292163,10/11/19,13:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,5.1,New York Dept. of Environmental Conservation
2307077,11/26/19,09:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,0.0,New York Dept. of Environmental Conservation
2307078,11/26/19,09:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,27.0,New York Dept. of Environmental Conservation
2307079,11/26/19,09:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,16.2,New York Dept. of Environmental Conservation
2307080,11/26/19,09:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,2.0,New York Dept. of Environmental Conservation
2307099,11/26/19,09:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,9.6,New York Dept. of Environmental Conservation
2307100,11/26/19,09:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,9.7,New York Dept. of Environmental Conservation
2307104,11/26/19,09:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,20.1,New York Dept. of Environmental Conservation
2307105,11/26/19,09:00,360610134,Division Street,-5.0,PM2.5,UG/M3,11.0,New York Dept. of Environmental Conservation
2307106,11/26/19,09:00,360610135,CCNY,-5.0,OZONE,PPB,3.0,New York Dept. of Environmental Conservation
2307107,11/26/19,09:00,360610135,CCNY,-5.0,PM2.5,UG/M3,13.8,New York Dept. of Environmental Conservation
2307116,11/26/19,09:00,360810124,Queens,-5.0,OZONE,PPB,0.0,New York Dept. of Environmental Conservation
2307117,11/26/19,09:00,360810124,Queens,-5.0,PM2.5,UG/M3,12.2,New York Dept. of Environmental Conservation
2307118,11/26/19,09:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,10.5,New York Dept. of Environmental Conservation
2307119,11/26/19,09:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,11.4,New York Dept. of Environmental Conservation
2321879,12/01/19,22:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,31.0,New York Dept. of Environmental Conservation
2321880,12/01/19,22:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,10.0,New York Dept. of Environmental Conservation
2321881,12/01/19,22:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.7,New York Dept. of Environmental Conservation
2321882,12/01/19,22:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,22.0,New York Dept. of Environmental Conservation
2321903,12/01/19,22:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,6.2,New York Dept. of Environmental Conservation
2321904,12/01/19,22:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
2321908,12/01/19,22:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,5.2,New York Dept. of Environmental Conservation
2321909,12/01/19,22:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
2321910,12/01/19,22:00,360610135,CCNY,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
2321911,12/01/19,22:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
2321920,12/01/19,22:00,360810124,Queens,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
2321921,12/01/19,22:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
2321922,12/01/19,22:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.4,New York Dept. of Environmental Conservation
2321923,12/01/19,22:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,5.8,New York Dept. of Environmental Conservation
2336610,11/28/19,06:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,18.0,New York Dept. of Environmental Conservation
2336611,11/28/19,06:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,8.0,New York Dept. of Environmental Conservation
2336612,11/28/19,06:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
2336613,11/28/19,06:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
2336634,11/28/19,06:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
2336635,11/28/19,06:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.7,New York Dept. of Environmental Conservation
2336639,11/28/19,06:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,8.5,New York Dept. of Environmental Conservation
2336640,11/28/19,06:00,360610134,Division Street,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
2336641,11/28/19,06:00,360610135,CCNY,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
2336642,11/28/19,06:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.9,New York Dept. of Environmental Conservation
2336651,11/28/19,06:00,360810124,Queens,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
2336652,11/28/19,06:00,360810124,Queens,-5.0,PM2.5,UG/M3,2.2,New York Dept. of Environmental Conservation
2336653,11/28/19,06:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
2336654,11/28/19,06:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
2351330,11/28/19,12:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
2351331,11/28/19,12:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,4.0,New York Dept. of Environmental Conservation
2351332,11/28/19,12:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
2351333,11/28/19,12:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
2351354,11/28/19,12:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.7,New York Dept. of Environmental Conservation
2351355,11/28/19,12:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.2,New York Dept. of Environmental Conservation
2351359,11/28/19,12:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,-0.3,New York Dept. of Environmental Conservation
2351360,11/28/19,12:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.2,New York Dept. of Environmental Conservation
2351361,11/28/19,12:00,360610135,CCNY,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
2351362,11/28/19,12:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.0,New York Dept. of Environmental Conservation
2351371,11/28/19,12:00,360810124,Queens,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
2351372,11/28/19,12:00,360810124,Queens,-5.0,PM2.5,UG/M3,0.1,New York Dept. of Environmental Conservation
2351373,11/28/19,12:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,2.6,New York Dept. of Environmental Conservation
2351374,11/28/19,12:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,2.3,New York Dept. of Environmental Conservation
2366516,10/22/19,20:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
2366517,10/22/19,20:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,9.0,New York Dept. of Environmental Conservation
2366518,10/22/19,20:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.8,New York Dept. of Environmental Conservation
2366519,10/22/19,20:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
2366541,10/22/19,20:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.8,New York Dept. of Environmental Conservation
2366542,10/22/19,20:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
2366546,10/22/19,20:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.0,New York Dept. of Environmental Conservation
2366547,10/22/19,20:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.3,New York Dept. of Environmental Conservation
2366548,10/22/19,20:00,360610135,CCNY,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
2366549,10/22/19,20:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
2366558,10/22/19,20:00,360810124,Queens,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
2366559,10/22/19,20:00,360810124,Queens,-5.0,PM2.5,UG/M3,-0.5,New York Dept. of Environmental Conservation
2366560,10/22/19,20:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
2366561,10/22/19,20:00,360850111,Fresh Kills,-5.0,OZONE,PPB,30.0,New York Dept. of Environmental Conservation
2366562,10/22/19,20:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,0.7,New York Dept. of Environmental Conservation
2381683,10/04/19,23:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
2381684,10/04/19,23:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,8.0,New York Dept. of Environmental Conservation
2381685,10/04/19,23:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
2381686,10/04/19,23:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,22.0,New York Dept. of Environmental Conservation
2381707,10/04/19,23:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,11.7,New York Dept. of Environmental Conservation
2381708,10/04/19,23:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,3.3,New York Dept. of Environmental Conservation
2381712,10/04/19,23:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
2381713,10/04/19,23:00,360610134,Division Street,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
2381714,10/04/19,23:00,360610135,CCNY,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
2381715,10/04/19,23:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.8,New York Dept. of Environmental Conservation
2381724,10/04/19,23:00,360810124,Queens,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
2381725,10/04/19,23:00,360810124,Queens,-5.0,PM2.5,UG/M3,4.4,New York Dept. of Environmental Conservation
2381726,10/04/19,23:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,4.4,New York Dept. of Environmental Conservation
2381727,10/04/19,23:00,360850111,Fresh Kills,-5.0,OZONE,PPB,22.0,New York Dept. of Environmental Conservation
2381728,10/04/19,23:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
2396897,11/06/19,18:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,32.0,New York Dept. of Environmental Conservation
2396898,11/06/19,18:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,15.0,New York Dept. of Environmental Conservation
2396899,11/06/19,18:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.8,New York Dept. of Environmental Conservation
2396900,11/06/19,18:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,33.0,New York Dept. of Environmental Conservation
2396922,11/06/19,18:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.2,New York Dept. of Environmental Conservation
2396923,11/06/19,18:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,1.1,New York Dept. of Environmental Conservation
2396927,11/06/19,18:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
2396928,11/06/19,18:00,360610134,Division Street,-5.0,PM2.5,UG/M3,6.0,New York Dept. of Environmental Conservation
2396929,11/06/19,18:00,360610135,CCNY,-5.0,OZONE,PPB,31.0,New York Dept. of Environmental Conservation
2396930,11/06/19,18:00,360610135,CCNY,-5.0,PM2.5,UG/M3,4.3,New York Dept. of Environmental Conservation
2396939,11/06/19,18:00,360810124,Queens,-5.0,OZONE,PPB,33.0,New York Dept. of Environmental Conservation
2396940,11/06/19,18:00,360810124,Queens,-5.0,PM2.5,UG/M3,6.1,New York Dept. of Environmental Conservation
2396941,11/06/19,18:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.5,New York Dept. of Environmental Conservation
2396942,11/06/19,18:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
2411849,11/15/19,06:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,12.0,New York Dept. of Environmental Conservation
2411850,11/15/19,06:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,19.0,New York Dept. of Environmental Conservation
2411851,11/15/19,06:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,7.9,New York Dept. of Environmental Conservation
2411852,11/15/19,06:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
2411874,11/15/19,06:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,7.3,New York Dept. of Environmental Conservation
2411875,11/15/19,06:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,9.6,New York Dept. of Environmental Conservation
2411879,11/15/19,06:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,9.3,New York Dept. of Environmental Conservation
2411880,11/15/19,06:00,360610134,Division Street,-5.0,PM2.5,UG/M3,5.2,New York Dept. of Environmental Conservation
2411881,11/15/19,06:00,360610135,CCNY,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
2411882,11/15/19,06:00,360610135,CCNY,-5.0,PM2.5,UG/M3,7.1,New York Dept. of Environmental Conservation
2411891,11/15/19,06:00,360810124,Queens,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
2411892,11/15/19,06:00,360810124,Queens,-5.0,PM2.5,UG/M3,5.7,New York Dept. of Environmental Conservation
2411893,11/15/19,06:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,6.6,New York Dept. of Environmental Conservation
2411894,11/15/19,06:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,5.6,New York Dept. of Environmental Conservation
2426787,10/17/19,15:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,9.0,New York Dept. of Environmental Conservation
2426788,10/17/19,15:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.3,New York Dept. of Environmental Conservation
2426789,10/17/19,15:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
2426811,10/17/19,15:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.3,New York Dept. of Environmental Conservation
2426812,10/17/19,15:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.3,New York Dept. of Environmental Conservation
2426815,10/17/19,15:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,0.9,New York Dept. of Environmental Conservation
2426816,10/17/19,15:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.7,New York Dept. of Environmental Conservation
2426817,10/17/19,15:00,360610135,CCNY,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
2426818,10/17/19,15:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.5,New York Dept. of Environmental Conservation
2426825,10/17/19,15:00,360810124,Queens,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
2426826,10/17/19,15:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.5,New York Dept. of Environmental Conservation
2426827,10/17/19,15:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,2.6,New York Dept. of Environmental Conservation
2426828,10/17/19,15:00,360850111,Fresh Kills,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
